,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
7774,Raceway,Magdy Attalla d/b/a Raceway,7000 Blountstown Hwy,Tallahassee,FL,32310.0,raceway,32310,7000,0.0,-84.3945316857,30.4438417415,7000.0
7775,Island One Resorts,"Island One, Inc.","2345 Sand Lake Rd, Ste. 100",Orlando,FL,32809.0,island one resorts,32809,2345,12.0,-81.4143410528,28.4506529475,2379.0
7776,Arbon Equipment Corp.,Arbon Equipment Corporation,6901 TPC Drive,Orlando,FL,32822.0,arbon equipment corp,32822,6901,0.0,-81.2965525887,28.4638841333,6901.0
7777,Hopkins Meat,"Hopkins Meat Packing, Inc.",900 Michigan St.,Sanford,FL,32773.0,hopkins meat,32773,900,0.0,-81.2582746173,28.7385985435,900.0
7778,MRI Architects,"MRI Architectural Group, Inc.",320 E. South St.,Orlando,FL,32802.0,mri architects,32802,320,1.0,-81.3739653833,28.5383437359,320.0
7779,Wiseguys Restaurant,Wiseguys LLC,415 Main St.,Daytona Beach,FL,32118.0,wiseguys restaurant,32118,415,0.0,-81.0118669194,29.2254723435,415.0
7780,Kipling Manor,Senior Lifestyles L.L.C.,7901 Kipling St.,Pensacola,FL,32514.0,kipling manor,32514,7901,9.0,-87.2067991472,30.5071212929,7901.0
7781,Volusia County School District,Same,800 South Clyde Morris Blvd.,Daytona Beach,FL,32114.0,volusia county school district,32114,800,0.0,-81.0504375333,29.1921366798,800.0
7782,"Nicholas Financial, Inc.","Nicholas Financial, Inc.",2620-2 W. Tennessee St,Tallahassee,FL,32304.0,nicholas financial inc,32304,2620-2,0.0,-84.3348630615,30.4515074708,2620.0
7783,District Lab,District Lab LLC,"1819 West Ave    Bay, #3",Miami Beach,FL,33139.0,district lab,33139,1819,0.0,-80.1424607068,25.7937693584,1819.0
7784,King Decking,"King Decking, Inc.","7020 Georgia Ave, #3",West Palm Beach,FL,33405.0,king decking,33405,7020,0.0,-80.0590124211,26.6534728046,7020.0
7785,Professional Shutter Corp,Professional Shutter Company,18617 SW 107 Ave,Miami,FL,33157.0,professional shutter corp,33157,18617,26.0,-80.3643296418,25.5953902271,18617.0
7786,Florida First Development Corp.,Joint Employer with Gift of Life Res. Svcs,4437 Park Blvd.,Pinellas Park,FL,33781.0,florida first development corp,33781,4437,0.0,-82.694265094,27.8393113369,4437.0
7787,"Eagle Sales & Service, Inc.","Eagle Sales & Service, Inc.",208 Rouse Rd,Fort Pierce,FL,34946.0,eagle sales & service inc,34946,208,22.0,-80.3447759596,27.5129470207,301.0
7788,"XL Care Agency, Inc of Collier",XL Care Agency Inc.,"2640 Golden Gate Pkwy, #206",Naples,FL,34105.0,xl care agency inc of collier,34105,2640,7.0,-81.7913659719,26.1715942116,1462.0
7789,Sanibel Arms West,Sanibel Arms West Condominium,827 E. Gulf Dr,Sanibel,FL,33957.0,sanibel arms west,33957,827,0.0,-82.0351021282,26.4419246199,827.0
7790,AMF Florida Lanes,"AMF Bowling Centers, Inc.",10400 N Florida Ave.,Tampa,FL,33612.0,amf florida lanes,33612,10400,0.0,-82.4595357193,28.0436405648,10400.0
7791,AMF University Lanes,"AMF Bowling Centers, Inc.",13109 N 56th St.,Tampa,FL,33612.0,amf university lanes,33612,13109,1.0,-82.3936292558,28.0655481703,13109.0
7792,"Julio Eugenio, FLC",Julio Eugenio,1200 W. Hill St.,Avon Park,FL,33825.0,julio eugenio flc,33825,1200,5.0,-81.5154575939,27.5965827704,1198.0
7793,"Jesus Becerra, FLC",Jesus Becerra Harvesting,1535 Maple St.,Lake Placid,FL,33852.0,jesus becerra flc,33852,1535,0.0,-81.3389071451,27.323545561,1535.0
7794,Ameri Cold Logistics,Vornado Crescent Logistics Operating Partners,1601 N 50th St.,Tampa,FL,33619.0,ameri cold logistics,33619,1601,0.0,-82.4017579877,27.9603038742,1601.0
7795,"Tampa Bay Fisheries, Inc.","Tampa Bay Fisheries, Inc.",3114 Gallagher Rd.,Dover,FL,33527.0,tampa bay fisheries inc,33527,3114,2.0,-82.235983785,27.9930657575,3001.0
7796,Mutual Harvesting Co./Edwards Fruit Co.,Mutual Harvesting Co.,4100 S. Frontage Road (P.O. Box 1687),Lakeland,FL,33802.0,mutual harvesting co/edwards fruit co,33802,4100,3.0,-82.0617299717,28.03646306,4100.0
7797,Sanwa Growers/Sanwa Speciality Herbs,"Sanwa Specialty Herbs, Inc.",902 14th Ave. SW,Ruskin,FL,33570.0,sanwa growers/sanwa speciality herbs,33570,902,2.0,-82.4229764914,27.7059911342,902.0
7798,Security Title,"Security Title, Inc.",601 Riverside Avenue,Jacksonville,FL,32204.0,security title,32204,601,2.0,-81.6756661595,30.3187852109,601.0
7799,Seaboard Warehose Terminals of Tampa Inc,Seaboard Warehose Terminals Inc.,6708 Harney Rd,Tampa,FL,33610.0,seaboard warehose terminals of tampa inc,33610,6708,19.0,-82.377529524,28.00862756,6527.0
7800,Universal Orlando,"Universal City Development Partners, LTD",1000 Universal Studios Plaza Blvd.,Orlando,FL,32819.0,universal orlando,32819,1000,75.0,-81.4732772077,28.4778961657,1000.0
7801,Pickles Original NY Deli,PIZON CORPORATION,201 S. Rosalind Avenue,Orlando,FL,32801.0,pickles original ny deli,32801,201,0.0,-81.3757668246,28.5403906307,201.0
7802,Hungry Howies,Subh Foods Inc.,208 Alexander St. N,Plant City,FL,33567.0,hungry howies,33567,208,14.0,-82.137663324,27.9983594355,1800.0
7803,La Quinta Inn,"Historical Properties, Limited Liability Corp",1300 Ponce De Leon,Saint Augustine,FL,32084.0,la quinta inn,32084,1300,26.0,-81.3205842336,29.9039138145,1300.0
7804,Barstool World,"Ayman & Company, LLC","1810 Semoran Blvd., Ste. 100",Winter Park,FL,32792.0,barstool world,32792,1810,9.0,-81.3114352646,28.6165706203,1810.0
7805,Comfort Inn Historic,A.J. & B. Partnership,1111 W. Ponce De Leon,Saint Augustine,FL,32084.0,comfort inn historic,32084,1111,26.0,-81.3207808021,29.9038569009,1111.0
7806,Clink Street Bar & Grill,"Style Climate Control, Inc/Clink Street Bar &",11150 66th St,Largo,FL,33773.0,clink street bar & grill,33773,11150,16.0,-82.7291982254,27.8779597484,11600.0
7807,On-Site Services,"On-Site Services, Inc.",1570 Lakeview Drive Suite 106,Sebring,FL,33870.0,on-site services,33870,1570,6.0,-81.4772263232,27.5140805603,1600.0
7808,"Ramos, Alicia, HP",Alicia Ramos,201 Dal Hal Blvd,Lake Placid,FL,33852.0,ramos alicia hp,33852,201,10.0,-81.3640202159,27.2999742741,201.0
7809,"Fishawk Subway, Inc.",Subway Management Corporation,16763 Fish Hawk Blvd.,Lithia,FL,33547.0,fishawk subway inc,33547,16763,16.0,-82.2014749565,27.8622888318,16763.0
