,Unnamed: 0,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum,rating,lat,lon,stnum
5013,64245,Funtasmic,Funtasmic LLC,13061 SW 112 Street,Miami,FL,33186.0,funtasmic,33186,13061,32.0,-80.4067274374933,25.6632104543796,13061.0
5014,64246,Ball Mania,Ball Mania Party Place LLC,2600 NW 87 Avenue #5,Miami,FL,33172.0,ball mania,33172,2600,25.0,-80.3371592448142,25.7982100087255,2600.0
5015,64248,My Club House,My Club House LLC,9851 NW 58 Street,Miami,FL,33178.0,my club house,33178,9851,25.0,-80.3557937266536,25.8260981010919,9851.0
5016,64251,"Barajas, Jesus-HP","Barajas, Jesus",612 Catfish Creek Rd,Lake Placid,FL,33852.0,barajas jesus-hp,33852,612,8.0,-81.3844780065131,27.2827717875748,260.0
5017,64252,"Barajas, Salvador-HP","Barajas, Salvador",1025 Dearing St.,Lake Placid,FL,33852.0,barajas salvador-hp,33852,1025,0.0,-81.3324732773711,27.3293178338577,1025.0
5018,64255,McClelland Trucking Co,Allen L Mcclelland,4495 Aurantia Rd,Mims,FL,32754.0,mcclelland trucking co,32754,4495,0.0,-80.8875316088082,28.7278219795038,4495.0
5019,64259,"FLC Salvador Perez Harvesting, Inc","Salvador Perez Harvesting, Inc",25500 SW Tommy Clements Road,Indiantown,FL,34956.0,flc salvador perez harvesting inc,34956,25500,10.0,-80.6028033780498,27.1034587287718,25500.0
5020,64260,Conoley Fruit Harvester Inc,Conoley Fruit Harvester Inc,931 West Oakland Ave,Winter Garden,FL,34777.0,conoley fruit harvester inc,34777,931,15.0,-81.6346119099937,28.5549897628333,
5021,64275,Moore Metal Roofing,"Moore Roofing & Builders, Inc.",601 E. Elkam Circle #B1,Marco Island,FL,34145.0,moore metal roofing,34145,601,10.0,-81.7214274203326,25.9545818223596,601.0
5022,64287,"Fair Havens Center, LLC","Fair Havens Center, LLC",201 Curtiss Parkway,Miami Springs,FL,33166.0,fair havens center llc,33166,201,0.0,-80.2827707579972,25.819429708179,201.0
5023,64314,"La Rosca, Inc.",Parrilla de Pancho Restaurant,"628 S.W. State Road, 7",Pompano Beach,FL,33068.0,la rosca inc,33068,628,75.0,-80.2037418648849,26.2225615018538,
5024,64348,Legacy Protection Group,Legacy Protection Group Inc.,2991 W Commercial Blvd,Fort Lauderdale,FL,33309.0,legacy protection group,33309,2991,3.0,-80.1070025780149,26.1898208220698,2991.0
5025,64349,Parallon Business Solutions / HCA,"Parallon Business Solutions, LLC / HCA",1000 Sawgrass Corp Pkwy,Fort Lauderdale,FL,33323.0,parallon business solutions / hca,33323,1000,62.0,-80.3346626212717,26.1357834132129,1000.0
5026,64350,Pompano Fitness,Pompano Fitness Enterprises LLC,"1955 N. Federal Highway, #250",Pompano Beach,FL,33062.0,pompano fitness,33062,1955,0.0,-80.0999693421742,26.2588369243713,1955.0
5027,64357,"Ruby & Steven Swett, LLC","Ruby & Steven Swett, LLC",P.O. Box 40,Matlacha,FL,33993.0,ruby & steven swett llc,33993,40,100.0,-82.0334673398501,26.6921919165844,
5028,64368,Raymack Enterprises,Raymack Enterprises,6191 Orange Drive,Davie,FL,33314.0,raymack enterprises,33314,6191,0.0,-80.2299576002727,26.0658709145507,6191.0
5029,64382,"Wishnatzki, Inc.","Pixie Perfect Farms,LLC",100 Stearn Ave,Plant City,FL,33566.0,wishnatzki inc,33566,100,26.0,-82.134986699982,28.0110553716863,100.0
5030,64386,McNeill Labor Management,"McNeill Labor Management, Inc.",3525 County Road 305,Bunnell,FL,32110.0,mcneill labor management,32110,3525,25.0,-81.3711452963592,29.4267369386802,3525.0
5031,64420,Espada Financial,Jenia Consulting,721 Ridgewood Avenue,Holly Hill,FL,32117.0,espada financial,32117,721,2.0,-81.038348307727,29.2393340303746,714.0
5032,64457,Sonic Drive-In,"SDI of Goldenrod, LLC",7651 University Blvd.,Winter Park,FL,32792.0,sonic drive-in,32792,7651,10.0,-81.2819671176927,28.5975448433259,7651.0
5033,64460,The Stoned Crab,"Isis Bay Restaurant and Beverage, LLC.",3101 N. Rosevelt Blvd.,Key West,FL,33040.0,the stoned crab,33040,3101,12.0,-81.7692541368659,24.5679480958107,3100.0
5034,64465,HHK Cleaners LLC,HHK CLEANERS LLC.,13275 SW 136 st,Miami,FL,33173.0,hhk cleaners llc,33173,13275,14.0,-80.238416102766,25.8990107498447,
5035,64467,"Bahama House, LLC","Bahama House, LLC",2001 S. Atlantic Avenue,Daytona Beach,FL,32118.0,bahama house llc,32118,2001,2.0,-81.0224685944458,29.2564175486342,2001.0
5036,64468,Bermuda House,"Hospitality Employee Leasing Program, Inc.",2560 N. Atlantic Avenue #3866,Daytona Beach,FL,32118.0,bermuda house,32118,2560,0.0,-81.025560326324,29.2623906018371,2560.0
5037,64469,Product Quest Manufacturing LLC,Product Quest Manufacturing,330 Carswell Avenue,Daytona Beach,FL,32117.0,product quest manufacturing llc,32117,330,12.0,-81.0358901856894,29.231096909255,330.0
5038,64492,Nassau County Sheriff's Office,Nassau County Sheriff's Office,76001 Bobby Moore Circle,Yulee,FL,32097.0,nassau county sheriffs office,32097,76001,10.0,-81.625318072296,30.6234411837326,
5039,64517,Pasta Fazul Restaurant,Pasta Fazul Restaurant,2500 S.E. Federal Highway,Stuart,FL,34994.0,pasta fazul restaurant,34994,2500,86.0,-83.5816062561625,30.1221072691468,
5040,64542,"Best Price Furniture and Bedding, LLC","Best Price Furniture and Bedding, LLC",769 Edgewood Avenue North,Jacksonville,FL,32254.0,best price furniture and bedding llc,32254,769,0.0,-81.730903001875,30.3326990729105,769.0
5041,64544,"Best Price Furniture and Bedding, LLC","Best Price Furniture and Bedding, LLC",9075 Atlantic Blvd,Jacksonville,FL,32211.0,best price furniture and bedding llc,32211,9075,0.0,-81.5603296971687,30.3157836771,9075.0
5042,64588,Brevard Public Schools,School Board of Brevard County,2700 Judge Fran Jamieson Way,Melbourne,FL,32940.0,brevard public schools,32940,2700,9.0,-80.7379321439383,28.2477752490095,2700.0
5043,64610,Big Dog Saloon,"Bona Dora Restaurant & Tavern, Inc.",4060 N. Hwy 19A,Mount Dora,FL,32757.0,big dog saloon,32757,4060,23.0,-81.6765799442872,28.8077502022612,3062.0
5044,64614,Sunrise Restaurant,Karpathos Corporation,267 US Hwy 27 North,Sebring,FL,33872.0,sunrise restaurant,33872,267,39.0,-81.4856806493313,27.4937271598004,
5045,64651,"Smukler Environmental Services, Inc",Z Team,12132 NW 75th Place,Parkland,FL,33076.0,smukler environmental services inc,33076,12132,0.0,-80.2881140308821,26.3237657795395,12132.0
5046,64656,Captain J's Ocean Deck Restaurant & Beach Clu,"AKMJJA RICHSON, INC",211 E. Cocoa Beach Causway,Cocoa Beach,FL,32931.0,captain js ocean deck restaurant & beach clu,32931,211,0.0,-80.6055297879539,28.357946603906,211.0
5047,64658,Hurricane Cafe,"Suppertime, Inc.",14050 US Hwy 1,Juno Beach,FL,33408.0,hurricane cafe,33408,14050,30.0,-80.0573677245269,26.8850782715661,14050.0
5048,64680,A & J Garza Harvesting,Juan Jose  Garza dba,755  S. W.  5th St.,Florida City,FL,33034.0,a & j garza harvesting,33034,755,43.0,-82.7454928078095,29.8625388949489,
5049,64681,"Jose Felipe Ramirez, FLC","Jose Felipe Ramirez, FLC",13840   S.W.  284th St.,Homestead,FL,33033.0,jose felipe ramirez flc,33033,13840,41.0,-80.9987907687846,27.505412747553,
5050,64685,S & L,"S & L Beans, Inc.",21400   S.W.  392nd St.,Homestead,FL,33034.0,s & l,33034,21400,58.0,-82.2143229752622,29.4492140071473,
5051,64739,"Citra Harvesting, Inc - AGER","Citra Harvesting, Inc./C. Elton Crews",PO Box 1669,Avon Park,FL,33826.0,citra harvesting inc - ager,33826,1669,100.0,-81.4650155274424,27.6243230638986,
5052,64740,"Silva-Islas, Carrie A - FLC","Silva-Islas, Carrie A -  FLC",100 E. Viola Street,Avon Park,FL,33825.0,silva-islas carrie a - flc,33825,100,0.0,-81.500179788865,27.6164337387883,100.0
5053,64750,Sun Ridge Harvesting Co. AGER,Sun Ridge Harvesting Co.,27 Ranier Drive,Lake Placid,FL,33852.0,sun ridge harvesting co ager,33852,27,2.0,-81.3628216828124,27.2885694339494,
5054,64751,"Egan Packing, LLC AGER",Bernard Egan & Company,1900 Old Dixie Hwy,Fort Pierce,FL,34946.0,egan packing llc ager,34946,1900,8.0,-80.3327543006318,27.4720832169009,2114.0
5055,64755,"J N J Growers, Inc.","J N J Growers, Inc.",19801 SW 200th Street,Miami,FL,33187.0,j n j growers inc,33187,19801,9.0,-80.5128626037663,25.5795142894448,19801.0
5056,64758,"Moreno Farms, Inc.","Moreno Farms, Inc.",13028 S.W. 128 Street,Miami,FL,33186.0,moreno farms inc,33186,13028,41.0,-82.4697431950966,29.6616927282556,
5057,64759,Diegon Construction,Diegon LLC.,3030 SW 28 St,Miami,FL,33133.0,diegon construction,33133,3030,20.0,-80.2430234690003,25.7389871289236,3030.0
5058,64768,"Southeastern Harvesting, Inc",Southeastern Harvesting,217 West Oak St,Arcadia,FL,34266.0,southeastern harvesting inc,34266,217,0.0,-81.8627097791273,27.2161590111834,217.0
5059,64799,"Merlo, Agustin- HP","Merlo, Agustin HP",21 Sirena Ave.,Lake Placid,FL,33852.0,merlo agustin- hp,33852,21,24.0,-81.3668135088264,27.2884545360898,101.0
5060,64806,Daile Inc (FLC),Daile Inc (FLC),416 South 10th Avenue,Wauchula,FL,33873.0,daile inc (flc),33873,416,4.0,-81.8173168202401,27.5510848198361,416.0
5061,64808,"Vallejo, Jaime A - FLC","Vallejo, Jaime A - FLC",201 DoC Coil Rd,Bowling Green,FL,33834.0,vallejo jaime a - flc,33834,201,9.0,-81.8295071205675,27.6314094910892,704.0
5062,64811,"Trio Farms, LLC","C&D Fruit & Vegetable Co., Inc.",P.O. Box 898,Bradenton,FL,34206.0,trio farms llc,34206,898,100.0,-82.5833801413706,27.4841238840474,
5063,64813,"Rivera, Jose - FLC","Rivera, Jose - FLC",PO Box 1105,Bowling Green,FL,33834.0,rivera jose - flc,33834,1105,100.0,-81.8174460759751,27.8749144986468,
5064,64817,Suncoast Schools Federal Credit Union,Suncoast Schools Federal Credit Union,6804 E. Hillsborough Avenue,Tampa,FL,33610.0,suncoast schools federal credit union,33610,6804,7.0,-82.4193208396139,27.9961822545457,3698.0
5065,64821,La Rocca  Farms (AgEr),La Rocca Farms Inc,622   S.W.  5th Ave,Florida City,FL,33034.0,la rocca  farms (ager),33034,622,53.0,-81.9445684382286,29.6275476049869,
5066,64823,"Fuentes Masonry, Inc.","Fuentes Masonry, Inc.","40 W Nine Mile Rd, Ste 2 PMB 343",Pensacola,FL,32534.0,fuentes masonry inc,32534,40,8.0,-87.2757910422188,30.5330884953853,3.0
5067,64824,Coast to Coast Landscaping,"Coast to Coast Landscaping, Inc.",815 10th Court SW,Vero Beach,FL,32965.0,coast to coast landscaping,32965,815,25.0,-80.4336173172369,27.6200584390134,4511.0
5068,64836,"Vitalcare Connection, Inc.","Vitalcare Connection, Inc.",150 Jog Road,West Palm Beach,FL,33415.0,vitalcare connection inc,33415,150,22.0,-80.1452514433647,26.6595815137078,1214.0
5069,64839,Heatwave,"Fantasy Funwear of Panama City Beach, Inc.",14600 Frontbeach Rd,Panama City Beach,FL,32413.0,heatwave,32413,14600,10.0,-85.8592459971337,30.2065179631745,14600.0
5070,64862,"Case Brothers Farms, Inc. (AgEr)","Case Brothers Farms, Inc.",26503   S. W.  173rd Place,Homestead,FL,33031.0,case brothers farms inc (ager),33031,26503,61.0,-82.4524521342645,29.6048228010815,
5071,64869,Sunberry Growers - AGER,"NCR Labor Solutions, LLC",P.O. Box 4975,Plant City,FL,33563.0,sunberry growers - ager,33563,4975,100.0,-82.1245649775621,28.0170719856891,
5072,64873,"Flores, Roberto (FLC)",R. Flores and Sons (FLC),247 Causey Rd,Wauchula,FL,33873.0,flores roberto (flc),33873,247,0.0,-81.8133377965747,27.5219023565337,247.0
5073,64883,"Gallegos, Lydia- FLC",Lydia Gallegos,430 Cypress Street,Wauchula,FL,33873.0,gallegos lydia- flc,33873,430,0.0,-81.7652973711635,27.5627118472205,430.0
5074,64884,Oakridge Apartments-HP,Oakridge Apartments-HP,523 13th Street West,Palmetto,FL,34221.0,oakridge apartments-hp,34221,523,0.0,-82.5695365996889,27.5251559738255,523.0
5075,64885,C & L Packing Corporation,"Melon One, Inc.",1300 SR 31,Punta Gorda,FL,33982.0,c & l packing corporation,33982,1300,48.0,-80.2454601958473,27.1883298855172,
5076,64887,"Grainger Farms, Inc. - AGER","Grainger Farms, Inc.",P.O. Box 20938,Bradenton,FL,34204.0,grainger farms inc - ager,34204,20938,100.0,-82.5833801413706,27.4841238840474,
5077,64904,SIFUENTES  Farms Inc (AgEr),SIFUENTES Farms Inc,24949   S. W.  227th Ave,Homestead,FL,33031.0,sifuentes  farms inc (ager),33031,24949,85.0,-80.3936301276856,25.9952903961268,18699.0
5078,64945,F & M Farms Inc. FLC,F& M Farms Inc. FLC,375   S. W.  18th Ave.,Homestead,FL,33030.0,f & m farms inc flc,33030,375,68.0,-80.3936301276856,25.9952903961268,18653.0
5079,64960,"Hernandez, Bernardo - FLC",Hernandez Trucking,129 SE Lowe St.,Arcadia,FL,34266.0,hernandez bernardo - flc,34266,129,4.0,-81.8594026666402,27.2085402753657,129.0
5080,64964,Chapman Fruit Company - AGER,"Chapman Fruit Company, Inc.",1075 Highway 17 South,Wauchula,FL,33873.0,chapman fruit company - ager,33873,1075,17.0,-81.8095042647837,27.532904842482,1044.0
5081,65032,"St. Martin Produce Farm,  AGER",St. Martin Produce Farm,1601 W. Johnson Road,Plant City,FL,33563.0,st martin produce farm  ager,33563,1601,12.0,-82.1168578631178,28.0331128168115,1601.0
5082,65033,Haines City Ctitrus Growers (AGAS),Haines City Citrus Grovers,8 Railroad Avenue,Haines City,FL,33845.0,haines city ctitrus growers (agas),33845,8,1.0,-81.6304729212163,28.1064638675018,8.0
5083,65034,"Maya, Albino FLC",Albino Maya Harvesting,4230 E. Robinson Dr.,Haines City,FL,33844.0,maya albino flc,33844,4230,5.0,-81.5839960397998,28.0996106543568,4368.0
5084,65035,"Greenlee, Billy (FLC)",Billy Greenlee Harvesting,5390 E. Hinson Ave,Haines City,FL,33844.0,greenlee billy (flc),33844,5390,7.0,-81.6024426104299,28.1068552715622,3198.0
5085,65036,Berry Fresh Farms LLC,Berry Fresh Farms LLC,2811 Airport Rd,Plant City,FL,33563.0,berry fresh farms llc,33563,2811,0.0,-82.1501181685713,28.0033555058393,2811.0
5086,65038,"Greene's Farms, Inc.","Greene's Farms, Inc.",3252 County Road 305,Bunnell,FL,32110.0,greenes farms inc,32110,3252,25.0,-81.371593058841,29.4363373343781,3252.0
5087,65065,Marathon Gasoline Station,"Palm Avenue Marathon, Inc.",2090 Palm Ave,Hialeah,FL,33010.0,marathon gasoline station,33010,2090,0.0,-80.2821461825036,25.8407510822781,2090.0
5088,65102,Storm Tight Windows - Fort Myers,"Storm Tight Windows, Inc.",13723 Jet Port Commerce P,Fort Myers,FL,33913.0,storm tight windows - fort myers,33913,13723,33.0,-82.5680781429005,27.5143036483543,
5089,65106,Western Judicial Services,Western Judicial Services,2300 South Pine Ave,Ocala,FL,34471.0,western judicial services,34471,2300,0.0,-82.1358888228305,29.1652132965075,2300.0
5090,65113,"Perez Harvesting, Inc.","Perez Harvesting, Inc.",11431 SR 33,Groveland,FL,34736.0,perez harvesting inc,34736,11431,57.0,-81.7960977263104,28.7248228281237,
5091,65122,"Hot Shot Trucking, LLC","Hot Shot Trucking, LLC",2171 NW 57 St.,Miami,FL,33142.0,hot shot trucking llc,33142,2171,20.0,-80.2322100215504,25.8271945372183,2171.0
5092,65130,K. L. McCaul Construction,"K. L. McCaul Construction, Inc.",11383 NW 122 Street,Miami,FL,33178.0,k l mccaul construction,33178,11383,45.0,-80.3700062987451,25.883828362283,
5093,65131,"Ruby and Steven Swett, LLC","Ruby and Steven Swett, LLC",4703 BERKSHIRE ROAD,Saint James City,FL,33956.0,ruby and steven swett llc,33956,4703,4.0,-82.1051468386562,26.5780098232911,4703.0
5094,65149,Pepper's Mexican Grill & Cantina,"Peppers 5, Inc.","13475 Atlantic Boulevard, Suite 1",Jacksonville,FL,32225.0,peppers mexican grill & cantina,32225,13475,0.0,-81.4498309150896,30.3210287972975,13475.0
5095,65150,Law Offices of Ron Sholes,"Ronald E. Sholes, P.A.",4981 Atlantic Blvd.,Jacksonville,FL,32207.0,law offices of ron sholes,32207,4981,0.0,-81.6131597185038,30.3099105835609,4981.0
5096,65163,"Emerald Cabinets, Inc.","Emerald Cabinets, Inc.",7727 Mcelvey Rd,Panama City,FL,32408.0,emerald cabinets inc,32408,7727,15.0,-85.7656239373612,30.1821316021083,7727.0
5097,65177,"Luna, Claudio - FLC","Luna, Claudio","3201 Platt Road, #1",Wauchula,FL,33873.0,luna claudio - flc,33873,3201,0.0,-81.7511220502944,27.5843637364588,3201.0
5098,65178,"Jaramillo, Audias - FLC","Jaramillo, Audias - FLC",116 E. Canfield Street,Avon Park,FL,33825.0,jaramillo audias - flc,33825,116,2.0,-81.4997899836255,27.591860792203,116.0
5099,65179,"Torres, Benito - FLC","Torres, Benito",6148 SW Sable Avenue,Nocatee,FL,34268.0,torres benito - flc,34268,6148,6.0,-81.8863775299936,27.1339040682297,6148.0
5100,65180,"D.C. Harvesting, LLC","D.C. Harvesting, LLC",22110 CR RD 561,Astatula,FL,34705.0,dc harvesting llc,34705,22110,31.0,-82.2114868274172,27.9645210682977,
5101,65181,Simpson Fruit Company,Simpson Fruit Company,445 E Limit Avenue,Mount Dora,FL,32757.0,simpson fruit company,32757,445,2.0,-81.644355716582,28.8152465534109,445.0
5102,65201,"Apollo Information Services, Inc.","Apollo Information Services, Inc.","4350 Fowler St., STE 15",Fort Myers,FL,33901.0,apollo information services inc,33901,4350,0.0,-81.8618915283682,26.5991670472092,4350.0
5103,65220,Griselda Ruiz Harvesting Inc,Griselda Ruiz Harvesting Inc,1392 NE 48th Avenue,Okeechobee,FL,34972.0,griselda ruiz harvesting inc,34972,1392,2.0,-80.7796814585676,27.2569801391082,
5104,65242,American Force Protection,American Force Protection,13608 Avalon Heights Blvd Suite 101,Tampa,FL,33614.0,american force protection,33614,13608,11.0,-82.4117245056962,28.0712412292075,13608.0
5105,65243,West Side Cafe,"JGJ Enterprises, LLC",2044 43rd St W,Bradenton,FL,34205.0,west side cafe,34205,2044,27.0,-82.5870720740337,27.463545252787,2500.0
5106,65245,Great Clips,"Suncoast Clips, Inc.",4948 Ridgemoor Blvd,Palm Harbor,FL,34685.0,great clips,34685,4948,8.0,-82.6905829600792,28.1003787614107,4948.0
5107,65249,Casa Mia on the Lake,"Brock Entities, Inc.",1000 North Collier Blvd,Marco Island,FL,34145.0,casa mia on the lake,34145,1000,0.0,-81.7237564637587,25.9547243581257,1000.0
5108,65252,Logistics & Distribution Center,United States Postal Service,1801 Grant Street,Tampa,FL,33605.0,logistics & distribution center,33605,1801,0.0,-82.438771958092,27.9436222196515,1801.0
5109,65254,Prelude by Garton G,Performing Arts Catering LLC,1300 Biscayne Blvd,Miami,FL,33132.0,prelude by garton g,33132,1300,0.0,-80.189205544115,25.7870214149559,1300.0
5110,65256,Gulfstream Harvesting,"Gulfstream Harvesting, Inc.",PO Box 6125,Vero Beach,FL,32961.0,gulfstream harvesting,32961,6125,100.0,-80.4028773794755,27.6411510789976,
5111,65269,"Trawick, Darryl H. & Cynthia J. - HP","Trawick, Darryl H. and Cynthia J.",1768 SW Trawick Ave,Arcadia,FL,34266.0,trawick darryl h & cynthia j - hp,34266,1768,4.0,-81.8767681341331,27.1973740937137,1768.0
5112,65270,"Merida, Daniel - HP","Merida, Daniel - HP",6340 SW Shores Ave,Arcadia,FL,34266.0,merida daniel - hp,34266,6340,0.0,-81.8843621875729,27.1317290488942,6340.0
5113,65273,Southeast Homecare Corp,Southest Homecare Corp,3355 NW 55th Street,Fort Lauderdale,FL,33309.0,southeast homecare corp,33309,3355,0.0,-80.1934977359102,26.1939912667999,3355.0
5114,65286,Pulp,"Bajalia Enterprises, LLC",1962 San Marco Blvd,Jacksonville,FL,32207.0,pulp,32207,1962,0.0,-81.6556325663319,30.3042693447346,1962.0
5115,65290,Stanley Steemer Carpet Cleaning,"Gellner Enterprises, Inc.",3200 Overland Rd,Apopka,FL,32712.0,stanley steemer carpet cleaning,32712,3200,2.0,-81.4589503862035,28.6290800019833,3200.0
5116,65301,Walt Disney,Walt Disney Parks and Resorts US Inc,PO Box 1000,Orlando,FL,32830.0,walt disney,32830,1000,100.0,-81.3520407570991,28.599610502834,
5117,65303,Community Home Health Services,"Taditnal Home Health of Palm Beach, Inc.","2221 Lee Road, Ste. 28",Winter Park,FL,32789.0,community home health services,32789,2221,6.0,-81.3736132540363,28.6059282035487,1898.0
5118,65324,"Hawk, Vandy - HP","Hawk, Vandy S. - HP",324 East Washington Street,Avon Park,FL,33825.0,hawk vandy - hp,33825,324,0.0,-81.4955877859965,27.585168216886,324.0
5119,65343,"Monticello Liquors, LLC","Monticello Liquors, LLC",910 North Jefferson Street,Monticello,FL,32344.0,monticello liquors llc,32344,910,0.0,-83.870105831424,30.5529899999422,910.0
5120,65355,Along The Way Too,"Along The Way Early Education, Inc.",3525 Russell Road,Marianna,FL,32448.0,along the way too,32448,3525,56.0,-85.2444723265317,30.7709849039119,2899.0
5121,65358,Along The Way Day Care - Cottondale,"Along The Way Early Education, Inc.",2715 Levy Street,Cottondale,FL,32431.0,along the way day care - cottondale,32431,2715,0.0,-85.3721854119112,30.7922313147723,2715.0
5122,65361,Timberlake Cabinetry,American Woodmark Corporation,"7443 Emerald Dune Dr., Suite 100",Orlando,FL,32822.0,timberlake cabinetry,32822,7443,69.0,-81.3707594385417,28.3675222757651,13201.0
5123,65362,Golden Hills Golf and Turf Club,"Golf Resort Properties, LLC",4782 NW 80th Avenue,Ocala,FL,34482.0,golden hills golf and turf club,34482,4782,0.0,-82.251255071248,29.2362002307227,4782.0
5124,65363,Vatos Drywall,Vatos Inc,"1604 Smithfield Way, Suite 1030",Oviedo,FL,32765.0,vatos drywall,32765,1604,100.0,-87.1392235034668,30.89328472589,
5125,65364,D & D Garage Doors,"D & D Garage Doors of Orlando, Inc.",1723 Premier Row,Orlando,FL,32809.0,d & d garage doors,32809,1723,13.0,-81.4106879078103,28.4606517608352,2201.0
5126,65374,CLS Painting,"CLS Painting, Inc.",945 Tuskawilla Rd.,Winter Springs,FL,32708.0,cls painting,32708,945,2.0,-81.2708693819977,28.6740799195722,900.0
5127,65391,"Conoley Fruit Harvester, Inc.","C.F.H., Inc.",P.O. Box 771399,Winter Garden,FL,34777.0,conoley fruit harvester inc,34777,771399,100.0,-81.8818573153066,28.7664187016044,
5128,65406,Russell Goodson AGER,Russell Goodson Farms,P.O. Box 410,Dover,FL,33527.0,russell goodson ager,33527,410,100.0,-82.2125485000968,27.9755819835046,
5129,65417,Beauchamp Farms - AGER,Beauchamp Farms,4408 Stanley Rd.,Plant City,FL,33565.0,beauchamp farms - ager,33565,4408,0.0,-82.2039052486744,28.0665705946932,4408.0
5130,65426,Consolidated Citrus,Consolidated Citrus Limited Partnership,3602 Colonial Court,Fort Myers,FL,33913.0,consolidated citrus,33913,3602,27.0,-81.8275349393677,26.6040739484608,4200.0
5131,65427,Barron Collier Company,Barron Collier Company,2600 Golden Gate Parkway,Naples,FL,34105.0,barron collier company,34105,2600,7.0,-81.7913659718646,26.1715942115662,1462.0
5132,65431,Lacez Inc,Lacez Inc,1263NE  163RD  N Miami,Miami,FL,33162.0,lacez inc,33162,1263NE  163RD  N Miami,16.0,-80.17466653015,25.9255494672064,1263.0
5133,65478,Brandon Farms Inc.,"Brandon Farms, Inc.",P.O. Box 93,Sydney,FL,33587.0,brandon farms inc,33587,93,,,,
5134,65482,Cafuta Stefan  - HP,Stefan Cafuta - HP,P.O. Box 899,Dover,FL,33527.0,cafuta stefan  - hp,33527,899,100.0,-82.2125485000968,27.9755819835046,
5135,65522,Anytime NY Pizza,Anytime NY Pizza,8400 4th St N,Saint Petersburg,FL,33712.0,anytime ny pizza,33712,8400,27.0,-82.6937380804239,27.7754202575624,4498.0
5136,65536,"Juvenal E. Martinez, M.D., P.A","Juvenal E. Martinez, M.D., P.A.","8900 SW 117 Ave, #C203",Miami,FL,33186.0,juvenal e martinez md pa,33186,8900,26.0,-80.3846235991943,25.6852990146337,8900.0
5137,65541,Mayfair Hotel & Spa,CSC Mayfair Land Limited Partnership,3000 FLorida Avenue,Miami,FL,33133.0,mayfair hotel & spa,33133,3000,0.0,-80.2410128164177,25.7289805884429,3000.0
5138,65551,"Dimas, Demecio (FLC)",Dimas Harvesting,307 West Lake Wales Road North,Lake Wales,FL,33853.0,dimas demecio (flc),33853,307,1.0,-81.6492713602951,27.9040919849513,307.0
5139,65584,Kids Learning Center (Eureka),Kids Learning Center of South Dade III,10825 SW 184 Street,Miami,FL,33157.0,kids learning center (eureka),33157,10825,28.0,-80.3669982341677,25.5981159368466,
5140,65585,Kids Learning Center (Caribbean),"Kids Learning of South Dade, Inc.",10869 Caribbean Blvd.,Cutler Bay,FL,33189.0,kids learning center (caribbean),33189,10869,0.0,-80.3676017494963,25.579096575994,10869.0
5141,65591,Allign Roofing,"Align Roofing, LLC.",2242 Newberry Road,Jacksonville,FL,32218.0,allign roofing,32218,2242,0.0,-81.678756072245,30.422365013806,2242.0
5142,65593,D'fontana Pizzeria & Ristorante,D'fontana Inc At Green Cove Springs,324 Ferris Street,Green Cove Springs,FL,32043.0,dfontana pizzeria & ristorante,32043,324,0.0,-81.6784775752235,29.9922187502033,324.0
5143,65595,Confetti's Ice Cream Shoppe,Confetti's Ice Cream Shops,301 W Bay Street,Jacksonville,FL,32202.0,confettis ice cream shoppe,32202,301,0.0,-81.6618044675822,30.327183691651,301.0
5144,65604,Kirby's,"Old Boys II, Inc.",841 Donald Ross Rd,North Palm Beach,FL,33408.0,kirbys,33408,841,10.0,-80.064489181607,26.8818542599589,841.0
5145,65626,Kelly Services/Blue Cross Blue Shield,"Kelly Services, Inc",990 N. SR 434,Altamonte Springs,FL,32714.0,kelly services/blue cross blue shield,32714,990,87.0,-81.3531263633192,28.8843193809808,230.0
5146,65667,"Interiormark, LLC","Interiormark, LLC","1 East Broward Blvd., Suite 902",Fort Lauderdale,FL,33301.0,interiormark llc,33301,1,0.0,-80.1435029061899,26.1223111802082,1.0
5147,65680,Baltazar Garcia Harvesting & Grove Care,Baltazar Garcia Harvesting & Grove Care,12021 Phillips Rd.,Groveland,FL,34736.0,baltazar garcia harvesting & grove care,34736,12021,0.0,-81.8269401942327,28.5216979124761,12021.0
5148,65734,Air Care Solutions,Air Care Solutions Inc,1839 SW 31st Ave Bldg 2 Bay,Pembroke Park,FL,33009.0,air care solutions,33009,1839,0.0,-80.1686410468651,25.9953490962405,1839.0
5149,65738,"St. Martin, Michael Sr. AGER",Michael St. Martin,1601 W. Johnson Rd.,Plant City,FL,33567.0,st martin michael sr ager,33567,1601,9.0,-82.127892380677,27.9777757785746,599.0
5150,65763,Internal Medicine Associates & Specialtiy INC,Internal Medicine Associates & Specialtiy,603 N Flamingo Rd # 357,Pembroke Pines,FL,33028.0,internal medicine associates & specialtiy inc,33028,603,0.0,-80.3120541508727,26.0126204000393,603.0
5151,65851,Villa Lyan Inc,Villa Lyan Inc,12400 SW 72 Street,Miami,FL,33183.0,villa lyan inc,33183,12400,32.0,-80.394422292784,25.7005067642729,12400.0
5152,65853,"Flores, Mario Farm - AGER","Flores, Mario - AGER",2618 Bennett Road,Plant City,FL,33565.0,flores mario farm - ager,33565,2618,5.0,-82.1496767936181,28.0286826953759,2515.0
